video_id,title,channel_id,channel_name,category,published_at,upload_hour,upload_day,view_count,like_count,comment_count,duration_seconds,tags,tag_count,title_length,title_word_count,engagement_rate,like_to_view_ratio,comment_to_view_ratio,subscriber_count,total_video_count,total_channel_views,country,performance_tier,duration_category,collected_at
bYPmSHjPLBA,Beginner Flute Tutorial | Avoid Air Noise | How to Play Flute | Avoid Airy Hissing Sound in Flute,UCri-InoRmyWOEbTqljDOBPg,The Flute Guruji,Education,2023-01-03 13:51:28,13,Tuesday,122163,2522,149,109,"beginner flute tutorial,avoid air noise,air blowing technique in flute,flute tutorial,how to play flute,how to blow correctly in flute,avoid hissing sound in flute,flute lessons for beginners,bansuri,which flute to buy for beginners",10,97,19,2.1864,2.0645,0.122,60100,190,8421562,IN,High,Short,2026-04-03 10:58:40
bziorU0jozE,Men & Women | Stand up Comedy by Mohit Morani,UCdiBqa9NjJD7z0uuto-PFJQ,Mohit Morani,Comedy,2025-09-24 08:30:15,8,Wednesday,1239640,39602,896,786,"Mohit morani,stand up comedy,Stand up comedy india,Hindi stand up comedy,Mohit Morani Stand up comedy,Latest stand up comedy,stand up comedy india,Indian stand up comedy,Stand up comedy women,women,men,Aurat jaat,Funny stand up comedy,New stand up comedy,Stand up comedy 2025,moranimoron,Satire,Observational humour,Desi stand up comedy,Roast",20,45,10,3.2669,3.1946,0.0723,343000,107,66284546,IN,Viral,Long,2026-04-03 10:58:49
c_-FYLtg6A0,BEST Stocks in 2026 : Portfolio Strategy for Indian Investors | Sandeep Jain | FWS 83,UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan,Finance,2025-12-14 06:00:39,6,Sunday,198775,2970,183,3254,"finance with sharan,investing,stockmarketindia,indiainvesting,valueinvesting,multibaggerstocks,wealthcreation,stockmarketforbeginners,personalfinanceindia,financialeducation,moneytalks,undervaluedstocks,usstocks,richmindset,financepodcast,financialliteracy,marketanalysis,moneyconversation,investsmart,financetalk,economyexplained,valuepick,equityinvesting,stockresearch,marketinsights,financecontent,economyindia,podcastersofinstagram,hustleindia,wealthbuilding,realestateinvesting,financeguru",32,85,16,1.5862,1.4942,0.0921,3710000,928,1339663008,IN,High,Long,2026-04-03 10:58:14
c-uP7AAFerE,Nobody's Mad At Luigi | Godfrey | Stand Up Comedy,UC7MgijK9WL_EqCo1juUERwg,Don't Tell Comedy,Comedy,2025-03-31 19:00:19,19,Monday,660841,37988,1940,724,"donttellcomedy,don't tell comedy,stand up comedy,comedy video,best comedy,stand up comedy full,stand up comedy full special 2024,stand up,standup comedy,comedy videos,funny clips,stand up comedy 2024,stand up comedy full special,funny jokes,funny jokes video",15,49,10,6.042,5.7484,0.2936,2310000,1958,1580941063,US,High,Long,2026-04-03 10:58:49
c1bzynDnDeo,Andrew Huberman's DIALED Workout Routine,UCAzZQUlj_tpj6HPNmEFetqw,The Bossticks,Fitness,2025-04-23 01:54:45,1,Wednesday,1127002,28436,259,48,no_tags,0,40,5,2.5461,2.5232,0.023,306000,3157,105444597,US,Viral,Short,2026-04-03 10:58:31
c6KZpjtICd0,"Tech News 2102 || iQOO 15R Launch Date, Apple Airtag 2, iPhone air 2, Drone Umbrella,WhatsApp.Etc..",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-01-27 14:30:30,14,Tuesday,217026,12746,440,634,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,99,16,6.0758,5.873,0.2027,5070000,5198,2084197772,IN,High,Long,2026-04-03 10:58:06
Can7570dHag,"Tech News 2140 || Google TurboQuant, OPPO Find X9 Ultra, Android Tap to Share, Apple Mac Pro.Etc...",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-03-30 14:30:24,14,Monday,170974,11191,262,546,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,99,17,6.6987,6.5454,0.1532,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
cbKkB3POqaY,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,UCsLF0qPTpkYKq81HsjgzhwQ,growingannanas,Fitness,2023-03-13 02:00:07,2,Monday,28203268,439941,11771,1699,"25 min full body hiit workout,at home workout,home workout,workout of the day,hiit workout,full body workout,burn calories,at home workout routines,hiit workout at home,no repeat workout no equipment,full body hiit workout,lose weight,interval training,killer hiit,burn fat fast,full body workout beginner,burn fat workout,tabata songs,grow with anna,growingannanas,workout challenge,sweaty workout,lose weight fast,fett verbrennen",24,75,15,1.6016,1.5599,0.0417,8000000,1245,4437398531,DE,Viral,Long,2026-04-03 10:58:31
cfe-IPqlReQ,How and WHAT to invest in! #investing #stockmarket #money #finance #recession #inflation #wallstreet,UCgbXT2QuTj4SYxaWCs3vuAw,Your Rich BFF,Finance,2022-10-19 14:01:55,14,Wednesday,602795,49428,567,60,no_tags,0,100,13,8.2939,8.1998,0.0941,1230000,1568,309951753,,High,Short,2026-04-03 10:58:14
cfgZjsIdJxU,Top 10 Bengaluru | Max Amini | Standup Comedy,UCQTmZczX5kGRgaPIgpy6CyQ,Max Amini,Comedy,2025-08-23 14:00:57,14,Saturday,4430198,58375,1647,1132,"Max Amini,Max Comedian,stand up,Standup,stand up live,stand up comedy,Persian funny,comedy shows,comedy,funny,humor,comedian,hilarious,comedy club,laugh out loud (LOL),comedy special,jokes,stand up routine,satire,performance,comic relief,stand up comedian",22,45,9,1.3548,1.3177,0.0372,4040000,631,2319007929,US,Viral,Long,2026-04-03 10:58:49
cFVM_hwh56s,How To Play Go (Beginner Tutorial),UCVeEx96wzFgzhXsy7cBC8hw,Gather Together Games,Gaming,2021-08-03 21:30:03,21,Tuesday,688864,12012,381,261,"How to play Go,Go,Board Games,Playing Games,Games,How to,How to play,Tutorial,Beginner,Expert,Go Tutorial,Board Game Classic,Game Night,Gather Together,instructions,Go Rules",16,34,6,1.799,1.7437,0.0553,163000,399,80093196,US,High,Medium,2026-04-03 10:58:23
cg35BPjxJnA,Is the S&P 500 still a good investment?! #money #finance #financialfreedom #invest #stockmarket,UCgbXT2QuTj4SYxaWCs3vuAw,Your Rich BFF,Finance,2025-07-21 14:39:59,14,Monday,1085029,30719,762,90,no_tags,0,95,13,2.9014,2.8312,0.0702,1230000,1568,309951753,,Viral,Short,2026-04-03 10:58:14
cGTsZBZ4o8g,RESIDENT EVIL 2 REMAKE Gameplay Walkthrough FULL GAME [4K 60FPS PS5 PRO] - No Commentary,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,Gaming,2026-03-02 20:11:53,20,Monday,667379,9156,490,27267,"Resident Evil 2,Resident Evil 2 Remake,Resident Evil 2 Remake Gameplay,Resident Evil 2 Remake Walkthrough Part 1,MKIceAndFire,No,Commentary,Resident Evil 2 Remake Ending,Resident Evil 2 Remake Full Game,Full Game,PS5,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer",17,88,15,1.4454,1.3719,0.0734,4610000,7908,2726785591,,High,Long,2026-04-03 10:58:23
CJGrA5UWSVg,Top 5 Best Rated Books In Stock Market #harshgoela #stockmarket #investing,UCN5qpJ_OZl53SfMbVPjA6sg,Harsh Goela,Finance,2024-01-17 13:00:17,13,Wednesday,149247,5357,21,48,"Harsh Goela,@goela,goela school of finance,share market,stock market,investing books,investing books for beginners,best books for stock market,books for stock market,stock market books,stock market 2024,best books for trading,top rated stock market books",13,74,11,3.6034,3.5894,0.0141,684000,1311,68792513,IN,High,Short,2026-04-03 10:58:14
CKw1nmZkNEs,WORKOUT PLAN WITH THE BEST RESULTS🔥 #bernardorebeil #workoutplan #workout #workoutroutine,UCoiqVMSWVkFQX99RmrR_AGg,Bernardo Rebeil,Fitness,2023-06-18 23:01:29,23,Sunday,3047007,158004,755,35,no_tags,0,89,10,5.2103,5.1855,0.0248,289000,1036,169061354,,Viral,Short,2026-04-03 10:58:31
CO5aBQoWvMA,Why Software Is Facing A Market Sell-Off,UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,Tech,2026-02-04 20:00:08,20,Wednesday,141207,1385,1209,136,"Software,stocks,S&P 500,sell-off,AI,anthropic,claude,artificial intelligence,generative AI,Google,Alphabet,Gemini,coding,licensing,losses,earnings,salesforce,microsoft,markets,investors,trading",21,40,7,1.837,0.9808,0.8562,4140000,15965,2020673507,,High,Short,2026-04-03 10:58:06
CswaAyyTwxw,📈💰 How to be a Stock Investing MILLIONAIRE!,UCxTnM9iMhQnTLUvGcwsgaEQ,Sean Pan,Finance,2024-09-13 19:07:44,19,Friday,342799,16109,167,36,no_tags,0,43,8,4.748,4.6993,0.0487,1500000,689,460879113,US,High,Short,2026-04-03 10:58:14
CUnCqhjaxv4,"Tech News 2136 || OnePlus Nord 6 Naruto Edition, realme 16, vivo V70 FE, S26 Series X Airdrop.Etc..",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-03-23 14:15:03,14,Monday,153281,10803,325,573,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,99,18,7.2599,7.0478,0.212,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
cxYHLQW-ZI8,INGLISH CORPORATE JOB ft: |@mr.galipally  #comedy #indianlaughs #trending #standupcomedy #viral ,UCzK7TlobCQcYMqayAF894Mw,Anil_galipally,Comedy,2026-03-19 18:36:50,18,Thursday,480368,14141,541,607,"INGLISH CORPORATE JOB ft: |​⁠,comedy video,comedy videos,viral video,viral videos,funny video,funny videos,standup comedy",8,96,10,3.0564,2.9438,0.1126,42100,32,4959983,IN,High,Long,2026-04-03 10:58:49
czkGj5vJEFQ,My New Science-Based Full Body Workout For Pure Bodybuilding,UC68TLK0mAEzUyHx5x5k-S1Q,Jeff Nippard,Fitness,2023-11-11 15:18:46,15,Saturday,8613236,392608,1152,35,"jeff nipard,full body workout,beginner workout,beginner workout program,workout for beginners,beginner workout plan,beginner workout routine,workout for beginner,beginner full body workout,beginner workout full body,beginner total body workout,total body workout for beginners,beginner workout at home,beginner workout at gym,beginner workout for men,beginner workout routines,athleanx,athlean x,jeff cavaliere,total body workout,pure bodybuilding program",21,60,9,4.5716,4.5582,0.0134,8290000,617,1953166002,CA,Viral,Short,2026-04-03 10:58:31
d5vOaKwnJtw,Mera Ladka Barbie🎀😂 | School | Aakash Gupta | Standup Comedy #shorts,UCIaezueWjrDDGR9KmVaDFpQ,Only Stand-Up,Comedy,2025-07-01 16:01:10,16,Tuesday,12060366,292500,385,73,"aakash gupta stand up comedy,aakash gupta,akash gupta comedy,aakash gupta best stand up comedy,akash gupta,aakash gupta comicstaan,aakash gupta reaction,comedy,stand up comedy,aakash gupta new video,aakash gupta amazon prime,aakash gupta latest video,standup comedy,aakash gupta best,best of aakash gupta,stand up comedy akash gupta,aakash gupta sarojini nagar,aakash gupta delhi metro,aakash gupta dogs,comicstaan akash gupta,best stand up videos",21,68,12,2.4285,2.4253,0.0032,291000,295,637842971,IN,Viral,Short,2026-04-03 10:58:49
dCavZetcTJY,How I train 7 days per week | My Training Split,UCwaPTAgqVs0NgbjYgIRWSPA,Davis Diley,Fitness,2021-10-07 22:21:18,22,Thursday,13198941,664927,6389,37,"training split,best training split,workout schedule,muscle building program,workout program",5,47,11,5.0861,5.0377,0.0484,2670000,183,629617962,US,Viral,Short,2026-04-03 10:58:31
dDlGExTChI0,Eye-Opening Look at How Fast Artificial Intelligence is Advancing,UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,Tech,2025-10-21 13:32:18,13,Tuesday,418902,3657,957,144,"Al Roker,Entertainment,Food,Health,Hoda Kotb,Home,International News,Money,Natalie Morales,Savannah Gutherie,Sports,Style,Today,Today Show,breaking news,concerts,domestic news,interviews,media,parents,pets,politics,shopping,weather",24,65,9,1.1015,0.873,0.2285,5010000,51493,4187349447,,High,Short,2026-04-03 10:58:06
DItxNrgI29Q,Middle Class | Stand Up Comedy | Tushar Basra,UCAEV5Dd-EgYGiVeggbz_KpQ,Tushar Basra,Comedy,2025-05-05 11:30:20,11,Monday,1022115,21091,678,702,"stand up comedy,comedy,standup comedy,comedy video,stand-up comedy,middle class,hindi standup,indian standup comedy,middle class family",9,45,9,2.1298,2.0635,0.0663,27100,58,4493474,IN,Viral,Long,2026-04-03 10:58:49
DJzIOzvEhuI,"Tech News 2135 || Mobile Prices Increase, Samsung A57 & A37, Android Sideloading, iPhones Export.Etc",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-03-20 14:15:01,14,Friday,201821,11792,399,576,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,100,15,6.0405,5.8428,0.1977,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
DkP7Ew86kvQ,The BIGGEST benefit of MUTUAL FUNDS! | The Money Podcast,UCg-0FHRCR2ziLX72abJYbIA,The Money Podcast with Neeraj & Vrinda,Finance,2024-09-13 06:30:09,6,Friday,2062235,70950,742,38,no_tags,0,56,10,3.4764,3.4404,0.036,103000,617,30518256,IN,Viral,Short,2026-04-03 10:58:14
Dn5tpWXLp-w,The Forever Financial Plan | Simple Financial Plan for 20 Years,UCwAdQUuPT6laN-AQR17fe1g,Pranjal Kamra,Finance,2025-09-06 12:57:02,12,Saturday,709305,35650,1288,560,"pranjal kamra,finology,value investing,stock market for beginners,stock market tutorial,value investing for beginners,stock market in india,financial plan,financial education,financial freedom,how to create a financial plan,money saving tips,middle class money management,middle class money trap,share market for beginners,mutual funds 2025,learn share market,invest in stock market",18,63,11,5.2076,5.026,0.1816,6490000,409,388039199,IN,High,Medium,2026-04-03 10:58:14
dpQ3AKGSgEQ,MATRIMANIA | Full English Standup Comedy Show | by Saikiran,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,Comedy,2026-03-18 04:30:01,4,Wednesday,131677,4046,254,5232,"Full Show,Comedy Special,English Standup Comedy",3,59,10,3.2656,3.0727,0.1929,513000,131,58675332,IN,High,Long,2026-04-03 10:58:49
Dpwh2HEcNUs,Best Push Pull Legs Workout Plan for Muscle Gain !,UC7imP-cJhytGgRFC0HvayVQ,ABHINAV MAHAJAN,Fitness,2025-08-02 06:03:59,6,Saturday,132198,8409,39,148,"push pull legs workout plan,push pull legs beginner routine,muscle gain workout split,fat loss workout plan,body transformation program,gym workout for men,home workout plan,strength and hypertrophy training,indian fitness coach,best workout split for beginners,abhinav mahajan fitmusk,bodybuilding workout split,muscle building routine,gain muscle fast plan",14,50,10,6.3904,6.3609,0.0295,2330000,743,275785425,IN,High,Short,2026-04-03 10:58:31
Dq6LnRVYctg,They are shutting down OnePlus,UCRG_N2uO405WO4P3Ruef9NA,The Friday Checkout,Tech,2026-03-27 14:07:23,14,Friday,105215,5706,476,700,"TFC,The Friday Checkout,TechAltar,News,Tech,tech news,analysis,tech,news,technology,techaltar,tech altar,checkout,chillout,check out,oneplus,one plus,resigned,quit,resignation,fired,ceo,india ceo,robin liu,robyn liu,ARM,arm,cpu,chip,server,AI,ai chip,processor,own,self-developed,first,shutdown,oneplus shutdown,closing down,US,FCC,USA,america,american,import,drones,routers,wifi,wi-fi,wifi router,router,wi-fi router,ban,banned,chinese,foreign,foreign-made,manufactured",58,30,5,5.8756,5.4232,0.4524,215000,299,34288135,DE,High,Long,2026-04-03 10:58:06
DzgrlWigGKE,De@th Threats and DJs | Stand up comedy by Rahul Subramanian,UCvgMH5bd8JU_3KZ0BnBL4Vg,Rahul Subramanian,Comedy,2026-03-06 15:00:06,15,Friday,668566,27961,729,654,"Rahul Subramanian,Rahul Subramanian Stand Up,Rahul Subramanian Crowd Work,Rahul Subramanian Comedy,Rahul Subramanian New Set 2026,Rahul Subramaniam,Rahul Talks,Crowd Work,Who Are You,Rahul Stand up comedy special",10,60,11,4.2913,4.1822,0.109,77700,58,113953617,,High,Long,2026-04-03 10:58:49
Dzx9dxxSi70,How to Write an Essay Faster #shorts,UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,Education,2021-06-14 02:58:06,2,Monday,2213501,135160,404,30,no_tags,0,36,7,6.1244,6.1062,0.0183,7490000,740,5183956090,,Viral,Short,2026-04-03 10:58:40
e5YLN0-tqWk,CALL OF DUTY BLACK OPS 7 Gameplay Walkthrough Campaign FULL GAME [4K 60FPS PS5 PRO],UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,Gaming,2025-11-13 17:42:36,17,Thursday,1521132,20182,6452,16089,"Call Of Duty Black Ops 7,Call Of Duty Black Ops 7 Gameplay,Call Of Duty Black Ops 7 Walkthrough Part 1,Call Of Duty Black Ops 7 Campaign,MKIceAndFire,No,Commentary,Call Of Duty Black Ops 7 Ending,Call Of Duty Black Ops 7 Full Game,Full Game,PS5,PS5 Pro,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer",18,83,15,1.7509,1.3268,0.4242,4610000,7908,2726785591,,Viral,Long,2026-04-03 10:58:23
E7PZLZignvM,Cheater Wife | Pranit More | Stand-up Comedy | Crowd Work Special,UCBpYhz2nYLWulLJTTJ9cqsA,Pranit More Official,Comedy,2026-01-09 15:00:34,15,Friday,4879553,179394,8408,3389,"pranit more,rjpranit,maharashtra,maharashtrian bhau,hindi,standup comedy,comic,crowdwork,video,cheater wife,cheater,love,hate,marriage,funny,story,husband,girlfriend,boyfriend,friendships,beer,vodka,wine,video call,truecaller,money,breakup,honeymoon,hritik roshan,rakhi sawant,bigg boss,farhana bhatt",32,65,12,3.8488,3.6764,0.1723,1880000,482,423491835,,Viral,Long,2026-04-03 10:58:49
ea-fUHCfgtI,Biswa Kalyan Rath | Pakistani Accent | Stand Up Comedy,UCyOyIUC4bBPjNWkd5gG30TA,Biswa Kalyan Rath,Comedy,2026-03-20 03:10:42,3,Friday,3224976,126514,7525,305,no_tags,0,54,10,4.1563,3.9229,0.2333,803000,66,70681270,IN,Viral,Medium,2026-04-03 10:58:49
Ebu22Enn5pk,You can ONLY train 2 x a week (full routine),UC7YRG-UbiJdBxwoXE_ot08A,Scheereddzz,Fitness,2024-09-12 18:13:29,18,Thursday,4005268,161020,1498,49,no_tags,0,44,10,4.0576,4.0202,0.0374,348000,485,104405857,,Viral,Short,2026-04-03 10:58:31
eHMyxD0kAFM,Banger Issues | Stand Up Comedy | Kaustubh Agarwal,UCmnRK14QGsK4fUz_aHEoB4A,Kaustubh Agarwal,Comedy,2026-02-21 14:45:38,14,Saturday,1428627,62265,2475,2653,"kaustubh agarwal,kaustubh comedy,kaustubh stand up comedy,indian comedy,Kaustbh comedy show,kaustubh agarwal vivek samtani,kaustubh agarwal show,kaustubh agarwaltand up comedy india,kaustubh agarwalhindi stand up,stand up comedy india,Aalo Comedy,stand up comedy,New stand up comedy",13,50,9,4.5316,4.3584,0.1732,172000,80,36026381,IN,Viral,Long,2026-04-03 10:58:49
EivrEpGivec,GOD OF WAR 3 REMASTERED Gameplay Walkthrough FULL GAME [4K 60FPS PS5 PRO] - No Commentary,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,Gaming,2026-02-15 17:17:00,17,Sunday,233720,3704,227,21967,"God Of War 3,God Of War 3 Remastered,God Of War 3 Gameplay,God Of War 3 Walkthrough Part 1,MKIceAndFire,No,Commentary,God Of War 3 Ending,God Of War 3 Full Game,Full Game,PS5 Pro,PS5,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer",18,89,16,1.6819,1.5848,0.0971,4610000,7908,2726785591,,High,Long,2026-04-03 10:58:23
EKOU3JWDNLI,The unhinged world of tech in 2026...,UCsBjURrPoezykLs9EqgamOA,Fireship,Tech,2026-01-14 19:01:19,19,Wednesday,1389887,48644,1442,551,"webdev,app development,lesson,tutorial,Developer Job Market,dev jobs,developers,job market,AI Bubble,openai,claude,gemini,tech 2026,tech trends 2026,technology trends 2026,robotics,wearable ai,ar / vr,microchips,chips,microprocessor,nuclear power,nuclear reactors,quantum computing,quamtum computers,digital id,digital surveilance,internet privacy,internet tracking,online id,javascript,javascript frameworks,react,svelte,solid,angular,meta,google",38,37,7,3.6036,3.4999,0.1037,4160000,799,684019633,US,Viral,Medium,2026-04-03 10:58:06
elcqSFCwe1Y,"Tech News 2086 || iPhone Fold leaked, OPPO Reno 15 series, Ai+ NovaPods,Google Emergency SOS.Etc.",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2025-12-24 14:53:12,14,Wednesday,183362,12813,431,540,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,97,15,7.2229,6.9878,0.2351,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
ERKzPqAgBTY,Cardio and workout routine to lose fat and build muscle #gym #fitness #wilsoncoaching,UCkmw8JgDZy3NAyHEtUGpdhg,Shiv Wilson,Fitness,2025-01-01 12:00:19,12,Wednesday,239430,21893,167,64,no_tags,0,85,13,9.2135,9.1438,0.0697,293000,289,86739363,,High,Short,2026-04-03 10:58:31
eTxO5ZMxcsc,Full Body 5x Per Week: Why High Frequency Training Is So Effective,UC68TLK0mAEzUyHx5x5k-S1Q,Jeff Nippard,Fitness,2020-01-02 16:59:10,16,Thursday,7494094,131318,4795,611,"full body workout,full body training,jeff nippard full body,best workout split,athlean x,athleanx,best full body workout,best training split,full body routine,full body split,full body workout for mass,full body workout plan,full body workout program,full body workout routine,full body workouts,jeff cavaliere,muscle building workout,total body workout,total body workout with weights,workout split",20,66,12,1.8163,1.7523,0.064,8290000,617,1953166002,CA,Viral,Long,2026-04-03 10:58:31
eVu99Mr45H8,"INVESTMENT BANKING EXPLAINED | Introduction, History, Lifestyle",UCmBssr89Cm5ZKmIYXiAWfFA,Fortunly,Finance,2019-11-19 08:56:37,8,Tuesday,1199796,25396,952,398,"what is investment banking,how does investment banking work,financial literacy,economy,investment banking history,investment banking explained,investment banking lifestyle,investment banking for beginners,investment banking",9,63,7,2.196,2.1167,0.0793,20600,11,1390416,RS,Viral,Medium,2026-04-03 10:58:14
F__KntP4bFA,Marvel's Spider-Man 2 (PS5 PRO) Full Gameplay Walkthrough | Immersive Graphics [4K 60FPS],UCRU9vwwARx8jEACqNpi_KFA,Champs Network,Gaming,2025-09-15 13:00:25,13,Monday,331175,1719,32,41385,"Spider-Man 2 gameplay,PS5 Pro walkthrough,Marvel Spider-Man 2,Spider-Man 2 4K,PS5 graphics,full gameplay walkthrough,Spider-Man PS5,immersive graphics,4K 60FPS gaming,superhero games,action-adventure games,Marvel games,gaming walkthrough,Spider-Man gameplay,PS5 game review,video game graphics,next-gen gaming,Marvel superheroes,open world games,spider-man 2 ps5,spider-man 2,spider-man 2 ps5 gameplay",22,89,13,0.5287,0.5191,0.0097,672000,2705,417326170,US,High,Long,2026-04-03 10:58:23
f-FyMY1LMwI,Top 15 New Technology Trends That Will Define 2026 [Part 2],UCUTF61UNExRdjmoK5mXwWfQ,AI Uncovered,Tech,2025-10-21 09:52:34,9,Tuesday,285782,3304,144,783,"new technology trends 2026,top tech trends 2026,technology 2026,future technology 2026,latest innovations 2026,emerging tech trends,artificial intelligence 2026,quantum computing breakthroughs,robotics and automation 2026,biotech innovations,clean energy tech 2026,future of ai,technology that will shape the future,next generation technology,tech discoveries 2026,new inventions 2026,Ai uncovered",17,59,11,1.2065,1.1561,0.0504,235000,791,24040848,SE,High,Long,2026-04-03 10:58:06
f22f6WJpudI,Grok is Out of Control,UCeeFfhMcJa1kjtfZAGskOCA,TechLinked,Tech,2026-01-03 05:23:48,5,Saturday,460659,21581,1240,579,"Linus,LinusTechTips,tech news,Riley Murdock,tech,news,Riley,Grok,Twitter,Xai,Elon Musk,AI,artificial intelligence,LLMs,chatbots,Grok 4,Grok images,grok imagine,AI guardrails,ai safety",20,22,5,4.954,4.6848,0.2692,1990000,1285,652026563,CA,High,Medium,2026-04-03 10:58:06
f23hv1zXN8I,Google boss says trillion-dollar AI investment boom has 'elements of irrationality' | BBC News,UC16niRr50-MSBwiO3YDb3RA,BBC News,Tech,2025-11-18 17:01:10,17,Tuesday,333895,3496,671,464,"bbc,bbc news,news,world news,breaking news,us news,world,america,usa,usa news,india news",11,94,14,1.248,1.047,0.201,19600000,29433,6809373919,GB,High,Medium,2026-04-03 10:58:06
f7V0NELM8BQ,6 Basic RULES of Investing: Why You Need to Know them Now,UCuifm5ns5SRG8LZJ6gCfKyw,The Rich Dad Channel,Finance,2020-02-25 00:00:10,0,Tuesday,3040097,69965,6176,901,"TheRichDadChannel,robert,kiyosaki,rich dad poor dad,network marketing,how to invest,cashflow game,basic rules of investing,how to invest with opm,financial eduction,how to raise capital,types of income,robert kiyosaki,how to build wealth,financial freedom,investing for beginners,investing strategies,learn to invest,cash flow,invest for cash flow,investing is risky,real estate investing basics,basic investing strategies",23,57,12,2.5046,2.3014,0.2032,3610000,1597,212596524,US,Viral,Long,2026-04-03 10:58:14
fcckVSKQDGk,How Much You NEED To Invest Every Month to RETIRE in 10 Years? (So FEW),UCJoUwf4OJaRvjSfsDnK-bqw,Money Strategist,Finance,2025-10-26 20:00:33,20,Sunday,127293,2429,334,1057,"money strategist,how much to invest monthly,retire in 10 years plan,monthly investing formula,financial freedom in a decade,power of compounding 2025,retire early investing strategy,how to build wealth fast,investing for early retirement,financial independence roadmap,retire by investing monthly,personal finance investing tips,compound interest calculator,wealth building habits,retirement savings strategy,how to quit your job in 10 years,retire in 10 years,free",18,71,15,2.1706,1.9082,0.2624,84900,268,6153619,US,High,Long,2026-04-03 10:58:14
Fcy4rO9h1Tg,UnHinged Couples | Stand Up Comedy | Crowd Work by Shashi Dhiman,UCJBprhMtYfZ1ftVw9IOmspA,Shashi Dhiman,Comedy,2026-02-20 12:30:21,12,Friday,218012,4740,82,541,"stand up comedy,stand up comedy indian,stand up comedy hindi,indian stand up comedy,best stand up comedy,latest standup comedy,sassygirl standup,hindi standup comedy,standup up comedy 2025,standup up comedy,new standup comedy,standup comedy 2025,hindi comedy,best standup comedy,indian standup,female indian comedian,girl comedian,recent standup comedy,gaurav kapoor,crowdwork comedy,Shreya Onkar,Samay raina,Madhur model,masterpiece,Madhur new video",25,64,12,2.2118,2.1742,0.0376,657000,231,257331386,IN,High,Medium,2026-04-03 10:58:49
FDGbDyRgXvw,ചായക്കടയിലെ തിരക്കുകളിൽ നിന്ന് കോടതി വാദമുഖങ്ങളിലേക്ക്! | Idukki | Advocate | Inspiration,UCwXrBBZnIh2ER4lal6WbAHw,Mathrubhumi News,Tech,2026-03-30 03:46:03,3,Monday,1484103,14975,195,68,"Malayalam News,Malayalam News Live,live news malayalam,kerala headlines,latest news,mathrubhumi live,mathrubhumi news,mathrubhumi news live,malayalam news live,Kerala News Live,Mathrubhumi Live,malayalam breaking news,kerala news live,Super Prime time,live news,kerala news,Kerala news,local kerala news,Inspiration,Inspirational Story,Idukki,Mundakkayam,Advocate",23,89,11,1.0222,1.009,0.0131,6200000,313810,7857603129,IN,Viral,Short,2026-04-03 10:58:06
fIZcyJiaiLg,Chest & Arms Workout Routine #chestworkout #armworkout #chestday #armday #fitness #gymmotivation,UCBSl0BlmfmwefxFDZISN4eg,MackMuscle Fit,Fitness,2024-09-04 21:40:11,21,Wednesday,385743,18413,622,56,no_tags,0,96,11,4.9346,4.7734,0.1612,45100,438,11904092,US,High,Short,2026-04-03 10:58:31
FkDJTB6YKtc,Stocks Vs Mutual Funds: Where to Invest Money? Deepak Wadhwa,UCMAF_jLR1AkXQ7dr8SaAD5w,Sadhna Talks,Finance,2024-11-25 11:30:18,11,Monday,1047291,19338,183,59,"Stocks Vs Mutual Funds,Where to Invest Money,Deepak Wadhwa,Stocks,Mutual Funds,stocks market,stocks vs mutual funds,deepak wadhwa",8,60,10,1.864,1.8465,0.0175,45300,432,7173603,IN,Viral,Short,2026-04-03 10:58:14
